Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-71.15300561201316, 42.59956160274503)",2023-08-18,Massachusetts,Middlesex,,2000,3311.01
"(-71.37647361689135, 41.92115880708107)",2023-08-18,Massachusetts,Bristol,,1030,6303.01
"(-71.27240198213568, 42.71817754978784)",2023-08-18,Massachusetts,Middlesex,,1006,3143.02
"(-71.19007888192287, 42.470078563763046)",2023-08-18,Massachusetts,Middlesex,,2009,3331
"(-71.51468953698058, 42.99693927035929)",2023-08-18,New Hampshire,Hillsborough,,2005,28.02
"(-71.10479550622846, 42.264957670421445)",2023-08-18,Massachusetts,Suffolk,,2011,1404
"(-71.70429185587513, 42.830668325168986)",2023-08-18,New Hampshire,Hillsborough,,2014,162.02
"(-71.43926932222249, 42.899050861693)",2023-08-18,New Hampshire,Rockingham,,2021,37.03
"(-70.71947794630167, 43.071203313926986)",2023-08-18,New Hampshire,Rockingham,,3012,697
"(-71.47366807248855, 42.74803503388351)",2023-08-18,New Hampshire,Hillsborough,,2010,109
"(-71.00677685482695, 42.24517781738779)",2023-08-18,Massachusetts,Norfolk,,3000,4181.01
"(-71.48582882848474, 43.16616387701462)",2023-08-18,New Hampshire,Merrimack,,1001,32.01
"(-81.59549140025047, 41.53896294922637)",2023-08-18,Ohio,Cuyahoga,,2005,1168
"(-71.18717583756518, 42.58486115126716)",2023-08-18,Massachusetts,Middlesex,,1005,3154.03
"(-71.01399439869228, 42.07955002214074)",2023-08-18,Massachusetts,Plymouth,,3001,5113.01
"(-71.72503974518153, 42.27253250136037)",2023-08-18,Massachusetts,Worcester,,3010,7391.01
"(-73.36650599142392, 41.30868757152454)",2023-08-18,Connecticut,Western Connecticut,,1016,2402
"(-70.62480587546827, 41.88071430871784)",2023-08-18,Massachusetts,Plymouth,,3000,5306
"(-71.17754402355001, 42.733686215378256)",2023-08-18,Massachusetts,Essex,,4004,2525.02
"(-71.4742242458446, 42.88388078104055)",2023-08-18,New Hampshire,Hillsborough,,1003,141.01
"(-71.31718098106606, 42.30967671127462)",2023-08-18,Massachusetts,Norfolk,,5001,4043.01
"(-71.2167510649251, 42.789262519312274)",2023-08-18,New Hampshire,Rockingham,,4004,1002
"(-71.3262076560642, 42.14342503346968)",2023-08-18,Massachusetts,Norfolk,,1017,4091.01
"(-71.0558673192663, 42.377322804960365)",2023-08-18,Massachusetts,Suffolk,,1005,402
"(-71.46658706822573, 42.60876493781459)",2023-08-18,Massachusetts,Middlesex,,1011,3182
"(-71.01662923233262, 42.26666930812309)",2023-08-18,Massachusetts,Norfolk,,3001,4176.02
"(-71.35555905833776, 42.834522578443774)",2023-08-18,New Hampshire,Rockingham,,2007,39.01
"(-71.62232992084071, 42.60600412139314)",2023-08-18,Massachusetts,Middlesex,,3017,3261.01
"(-71.56092200005766, 42.34339961491194)",2023-08-18,Massachusetts,Middlesex,,1005,3213.02
"(-71.29629270961652, 42.7440804418089)",2023-08-18,New Hampshire,Hillsborough,,1001,2005
"(-72.32807342863286, 42.17723729721589)",2023-08-18,Massachusetts,Hampden,,2022,8102
"(-71.16628765634162, 42.69629548541053)",2023-08-18,Massachusetts,Essex,,1017,2515
"(-71.521050659877, 42.36700691499063)",2023-08-18,Massachusetts,Middlesex,,2000,3216
"(-77.78910886715957, 38.70762065102176)",2023-08-18,Virginia,Fauquier,,2028,9304.05
"(-73.18261217112573, 44.55201413994016)",2023-08-18,Vermont,Chittenden,,2002,22.02
"(-72.60310350973347, 42.46926848971256)",2023-08-18,Massachusetts,Franklin,,4015,409
"(-70.97257951137198, 42.58167577141568)",2023-08-18,Massachusetts,Essex,,1004,2114.01
"(-71.74288614875984, 42.59658502274667)",2023-08-18,Massachusetts,Worcester,,2006,7121.01
"(-71.39264307841849, 41.89436564225586)",2023-08-18,Rhode Island,Providence,,2013,109
"(-71.40140622617739, 42.7144381327064)",2023-08-18,New Hampshire,Hillsborough,,2022,123.02
"(-71.74597535230562, 42.24247263079032)",2023-08-18,Massachusetts,Worcester,,2039,7323.01
"(-71.14140778351697, 42.28427328933195)",2023-08-18,Massachusetts,Suffolk,,1004,1105.01
"(-71.46306069730568, 42.85682953951013)",2023-08-18,New Hampshire,Hillsborough,,1005,131.02
"(-72.10250103711373, 43.626503926895815)",2023-08-18,New Hampshire,Grafton,,2007,9615
"(-81.77917968810215, 26.260226323762712)",2023-08-18,Florida,Collier,,2000,102.13
"(-71.75854081054705, 42.51982613456349)",2023-08-18,Massachusetts,Worcester,,3000,7092.01
"(-70.19665254415803, 44.08203047682538)",2023-08-18,Maine,Androscoggin,,4014,205
"(-102.33271655739853, 31.866520747713604)",2023-08-18,Texas,Ector,,6010,17
"(-71.81041958264052, 42.32028480419263)",2023-08-18,Massachusetts,Worcester,,3013,7301
"(-71.08277092234738, 43.20656340228342)",2023-08-18,New Hampshire,Strafford,,1016,850.02
"(-71.54562706340721, 42.81619394530398)",2023-08-18,New Hampshire,Hillsborough,,1007,143.02
"(-73.07665571637473, 44.10995710077903)",2023-08-18,Vermont,Addison,,1022,9605
"(-71.4613408146964, 42.76917802832887)",2023-08-18,New Hampshire,Hillsborough,,1001,105
"(-71.61332904491474, 41.92526109718143)",2023-08-18,Rhode Island,Providence,,2011,131.02
"(-72.80184006142673, 41.45072280499372)",2023-08-18,Connecticut,South Central Connecticut,,4006,1759
"(-71.48028473234467, 42.985354445149184)",2023-08-18,New Hampshire,Hillsborough,,4010,21
"(-71.41128831528674, 42.98020086638719)",2023-08-18,New Hampshire,Hillsborough,,3014,10
"(-72.45303969962727, 41.832994367132144)",2023-08-18,Connecticut,Capitol,,2012,5306
"(-72.75144640437921, 42.02880942649449)",2023-08-18,Connecticut,Capitol,,2009,4772
"(-71.43382565982446, 42.78967119053058)",2023-08-18,New Hampshire,Hillsborough,,3003,121.01
"(-70.99464096459486, 42.8238345519752)",2023-08-18,Massachusetts,Essex,,4023,2621
"(-71.53039481385309, 42.16090173230808)",2023-08-18,Massachusetts,Worcester,,1002,7441.04
"(-71.22450418207687, 42.5407525279539)",2023-08-18,Massachusetts,Middlesex,,1008,3162.01
"(-71.02030190090763, 42.19438394746614)",2023-08-18,Massachusetts,Norfolk,,3000,4198
"(-71.47673799664814, 42.99565980958901)",2023-08-18,New Hampshire,Hillsborough,,1004,3
"(-71.66050337229603, 42.31124024911767)",2023-08-18,Massachusetts,Worcester,,2013,7401.01
"(-77.49671644987701, 43.04983055501708)",2023-08-18,New York,Monroe,,1004,123.05
"(-71.48513175490356, 42.881652499359184)",2023-08-18,New Hampshire,Hillsborough,,3002,142.02
"(-72.52041252940323, 41.3884094634191)",2023-08-18,Connecticut,Lower Connecticut River Valley,,2029,6001
"(-84.43941907253763, 33.530510832608975)",2023-08-18,Georgia,Fayette,,3009,1401.04
"(-73.77501342882982, 41.60125703361366)",2023-08-18,New York,Dutchess,,4003,501.04
"(-71.84087796165524, 42.3641855837887)",2023-08-18,Massachusetts,Worcester,,2011,7283
"(-71.32426692377463, 42.86292360657544)",2023-08-18,New Hampshire,Rockingham,,2012,36.01
"(-72.03940647566402, 42.07828482721967)",2023-08-18,Massachusetts,Worcester,,2016,7573
"(-71.27761066564645, 42.74541530001128)",2023-08-18,New Hampshire,Hillsborough,,2004,2003
"(-86.28088963133669, 39.95239858154235)",2023-08-18,Indiana,Boone,,3011,8106.05
"(-70.90735752206375, 41.643879128278655)",2023-08-18,Massachusetts,Bristol,,2030,6552
"(-71.46807060988446, 41.554330911502)",2023-08-18,Rhode Island,Washington,,2053,503.01
"(-71.1836764786621, 42.00076566988157)",2023-08-18,Massachusetts,Bristol,,1023,6111.01
"(-70.76051526612602, 43.068004806840456)",2023-08-18,New Hampshire,Rockingham,,2006,691
"(-71.25338884826013, 42.72829510572637)",2023-08-18,Massachusetts,Middlesex,,1004,3143.02
"(-71.60866828014403, 42.75201574845776)",2023-08-18,New Hampshire,Hillsborough,,3025,171.02
"(-71.01759471727654, 42.25816494009887)",2023-08-18,Massachusetts,Norfolk,,4000,4171
"(-82.28427506011523, 40.11691259402683)",2023-08-18,Ohio,Licking,,1037,7544
"(-71.46329599580515, 41.59572397060332)",2023-08-18,Rhode Island,Washington,,2005,501.02
"(-71.07626530642807, 42.58692759281352)",2023-08-18,Massachusetts,Middlesex,,1003,3301.01
"(-71.410899640908, 42.1054845341499)",2023-08-18,Massachusetts,Norfolk,,2018,4421.04
"(-71.12823370765526, 42.35511213608377)",2023-08-18,Massachusetts,Suffolk,,1000,8.05
"(-70.93800030964923, 42.53117253710781)",2023-08-18,Massachusetts,Essex,,1000,2104.02
"(-71.33393976480768, 41.83050707779089)",2023-08-18,Massachusetts,Bristol,,1001,6322
"(-71.12443432491791, 42.880783943245696)",2023-08-18,New Hampshire,Rockingham,,2005,1041.01
"(-71.57273560832145, 42.73238608832535)",2023-08-18,New Hampshire,Hillsborough,,2000,171.01
"(-72.13660720578758, 44.41273183567901)",2023-08-18,Vermont,Caledonia,,2014,9576
"(-71.43388700457042, 42.96305593327165)",2023-08-18,New Hampshire,Hillsborough,,2000,25
"(-71.40863962033661, 41.764855629800365)",2023-08-18,Rhode Island,Kent,,1002,210.01
"(-71.65598708751996, 41.46289190852161)",2023-08-18,Rhode Island,Washington,,4037,506
"(-71.50010255041619, 43.21588996485126)",2023-08-18,New Hampshire,Merrimack,,2014,441
"(-71.5802541271563, 43.00615904675763)",2023-08-18,New Hampshire,Hillsborough,,1010,27.01
"(-72.27130686120113, 42.949565965186366)",2023-08-18,New Hampshire,Cheshire,,5000,9711
"(-70.72721193126829, 41.99345710117706)",2023-08-18,Massachusetts,Plymouth,,3008,5091.02
"(-71.93413696968652, 41.41366748703204)",2023-08-18,Connecticut,Southeastern Connecticut,,3009,7054
"(-73.93312829245883, 42.71920264361298)",2023-08-18,New York,Albany,,2012,146.16
"(-71.47615004804358, 42.79648614660845)",2023-08-18,New Hampshire,Hillsborough,,2032,141.02
"(-71.54293608975586, 42.6671683288277)",2023-08-18,Massachusetts,Middlesex,,2000,3271.02
"(-71.50247378464071, 43.21643348537273)",2023-08-18,New Hampshire,Merrimack,,2015,441
"(-73.9956368040145, 41.92300976280712)",2023-08-18,New York,Ulster,,4000,9519
"(-70.46509517965191, 41.67292503446363)",2023-08-18,Massachusetts,Barnstable,,3017,135
"(-71.75080775622405, 43.034965021737605)",2023-08-18,New Hampshire,Hillsborough,,1056,210.02
"(-71.19754329192865, 42.20360177451059)",2023-08-18,Massachusetts,Norfolk,,1011,4132.02
"(-73.98084137557365, 40.98145340063766)",2023-08-18,New Jersey,Bergen,,3010,242
"(-72.6117358867044, 42.4814946144919)",2023-08-18,Massachusetts,Franklin,,3006,409
"(-71.31920402932151, 42.63010929007129)",2023-08-18,Massachusetts,Middlesex,,1015,3118
"(-71.1747824269083, 42.39077360820145)",2023-08-18,Massachusetts,Middlesex,,2000,3578
"(-71.25130550064628, 41.93794684832305)",2023-08-18,Massachusetts,Bristol,,2001,6317
"(-71.24959811940265, 42.74992332292178)",2023-08-18,New Hampshire,Rockingham,,2014,1003.02
"(-71.98761592616492, 41.37418592276296)",2023-08-18,Connecticut,Southeastern Connecticut,,1002,7021
"(-71.01254811796431, 42.40674821308028)",2023-08-18,Massachusetts,Suffolk,,3010,1706.01
"(-71.08601861777258, 42.2992598594666)",2023-08-18,Massachusetts,Suffolk,,3005,924
"(-71.27464535449836, 42.7312056222046)",2023-08-18,New Hampshire,Hillsborough,,2006,2003
"(-71.50491075242685, 44.59916997878293)",2023-08-18,New Hampshire,Coos,,1013,9504
"(-71.43751369504999, 42.65850505465354)",2023-08-18,Massachusetts,Middlesex,,2000,3131.01
"(-71.44377639641064, 42.966615556304205)",2023-08-18,New Hampshire,Hillsborough,,4026,25
"(-71.17880656928953, 42.47577751289221)",2023-08-18,Massachusetts,Middlesex,,4002,3331
"(-70.09923338244049, 43.85563986228452)",2023-08-18,Maine,Cumberland,,5000,45.02
"(-70.94383202326055, 42.13323154294279)",2023-08-18,Massachusetts,Plymouth,,2006,5202.01
"(-71.63531371969412, 41.94795642663852)",2023-08-18,Rhode Island,Providence,,4028,130.02
"(-74.56821556854007, 40.41738868086073)",2023-08-18,New Jersey,Middlesex,,2005,84.04
"(-72.90291733941848, 41.58389699766838)",2023-08-18,Connecticut,Capitol,,2008,4304
"(-77.11771118451364, 38.71032875346353)",2023-08-18,Virginia,Fairfax,,1024,4161
"(-70.74567106824098, 43.09695641333205)",2023-08-18,Maine,York,,5006,380.01
"(-71.10876119997847, 42.5068933282086)",2023-08-18,Massachusetts,Middlesex,,1014,3341
"(-73.98983266619263, 40.72795837962966)",2023-08-18,New York,New York,,1003,38
"(-73.93854262868196, 40.79401940356877)",2023-08-18,New York,New York,,5001,180
"(-70.876610417393, 43.04846969201351)",2023-08-18,New Hampshire,Rockingham,,3026,1075
"(-71.31301349129713, 43.03355906518512)",2023-08-18,New Hampshire,Rockingham,,2050,500
"(-71.11612758573756, 42.26570342605882)",2023-08-18,Massachusetts,Suffolk,,4006,1403
"(-71.17029878987046, 42.69106512674807)",2023-08-18,Massachusetts,Essex,,4013,2515
"(-70.92620510427882, 42.14346988523731)",2023-08-18,Massachusetts,Plymouth,,3000,5022
"(-71.12872845549303, 42.23654320463225)",2023-08-18,Massachusetts,Suffolk,,1008,1402.01
"(-72.49795512217035, 41.5712932729056)",2023-08-18,Connecticut,Lower Connecticut River Valley,,1009,5502.01
"(-70.87731373767433, 43.18808367916737)",2023-08-18,New Hampshire,Strafford,,3007,813
"(-73.40065206154293, 41.48324840894159)",2023-08-18,Connecticut,Western Connecticut,,2007,2052
"(-71.19240802611517, 42.35791925735638)",2023-08-18,Massachusetts,Middlesex,,4003,3731
"(-71.15571973577647, 42.256267383163696)",2023-08-18,Massachusetts,Norfolk,,3000,4021.02
"(-72.33320787150394, 41.825019378570246)",2023-08-18,Connecticut,Capitol,,1001,8501
"(-71.31224807647476, 42.76906260647946)",2023-08-18,New Hampshire,Rockingham,,2018,1061.02
"(-71.01125656590833, 42.17963566207521)",2023-08-18,Massachusetts,Norfolk,,2028,4196.02
"(-121.71342605898006, 37.92704650018042)",2023-08-18,California,Contra Costa,,3002,3032.04
"(-71.09373576901177, 42.2622210843555)",2023-08-18,Massachusetts,Norfolk,,1005,4162
"(-71.46245947704642, 43.000782220664455)",2023-08-18,New Hampshire,Hillsborough,,1018,2004
"(-71.4024671425817, 42.890350764277095)",2023-08-18,New Hampshire,Rockingham,,1000,38.01
"(-73.23821166768921, 43.30374677331239)",2023-08-18,Vermont,Bennington,,4009,9714
"(-71.39353090254727, 42.94088616185261)",2023-08-18,New Hampshire,Hillsborough,,1001,26
"(-73.60185917982704, 40.67848172127625)",2023-08-18,New York,Nassau,,3021,4129
"(-71.1507628262615, 42.51238461835626)",2023-08-18,Massachusetts,Middlesex,,3009,3336.02
"(-71.27782720988546, 42.607852331140805)",2023-08-18,Massachusetts,Middlesex,,1019,3151
"(-74.74418213167309, 41.80347709559142)",2023-08-18,New York,Sullivan,,2007,9507.01
"(-71.65038399832953, 43.05019505169026)",2023-08-18,New Hampshire,Hillsborough,,2000,210.02
"(-70.96286521450027, 41.64568382872213)",2023-08-18,Massachusetts,Bristol,,2025,6510.01
"(-71.47953093141815, 42.96733258819064)",2023-08-18,New Hampshire,Hillsborough,,1023,23
"(-71.36486268571556, 42.69315489532869)",2023-08-18,Massachusetts,Middlesex,,2014,3141.01
"(-73.04685217020962, 41.67424686831614)",2023-08-18,Connecticut,Naugatuck Valley,,4010,4253
"(-72.54108790994427, 44.03429774913742)",2023-08-18,Vermont,Orange,,1019,9593
"(-71.28689094210759, 43.063750318316046)",2023-08-18,New Hampshire,Rockingham,,1002,500
"(-71.24760884009805, 42.602922010308966)",2023-08-18,Massachusetts,Middlesex,,4011,3152
"(-72.47332242392362, 43.04992444350463)",2023-08-18,Vermont,Windham,,2040,9676
"(-71.23883852490304, 42.839801728037045)",2023-08-18,New Hampshire,Rockingham,,1015,1001
"(-70.90246821270351, 42.556057922001656)",2023-08-18,Massachusetts,Essex,,2009,2172.01
"(-71.39503698503448, 42.78079193691983)",2023-08-18,New Hampshire,Hillsborough,,1002,121.01
"(-71.41598265730133, 43.15572101614688)",2023-08-18,New Hampshire,Merrimack,,2034,32.02
"(-73.10960275493657, 41.40778685638138)",2023-08-18,Connecticut,Naugatuck Valley,,1019,3461.01
"(-71.79417313495712, 42.45588210056267)",2023-08-18,Massachusetts,Worcester,,3007,7191
"(-72.8096424156129, 42.76897663209892)",2023-08-18,Vermont,Windham,,1028,9681
"(-71.11726309519267, 43.24650323711516)",2023-08-18,New Hampshire,Strafford,,1041,860
"(-71.33658001347526, 42.96781344905455)",2023-08-18,New Hampshire,Rockingham,,3020,40
"(-71.16476642729236, 43.01489868315049)",2023-08-18,New Hampshire,Rockingham,,4010,550.01
"(-71.26874772204974, 42.88516409807453)",2023-08-18,New Hampshire,Rockingham,,3000,36.02
"(-73.88049778928101, 40.87537851650144)",2023-08-18,New York,Bronx,,2000,419
"(-71.23531375851826, 43.02307371611007)",2023-08-18,New Hampshire,Rockingham,,2009,550.01
"(-71.46254695433844, 41.59612196159094)",2023-08-18,Rhode Island,Washington,,2005,501.02
"(-71.0687813687367, 42.37808546098859)",2023-08-18,Massachusetts,Suffolk,,1003,404.01
"(-73.39796216645837, 40.69809012041465)",2023-08-18,New York,Suffolk,,2016,1232.03
"(-70.94357097654492, 41.681019395767095)",2023-08-18,Massachusetts,Bristol,,2005,6502.01
"(-72.5453553553265, 41.77404104976798)",2023-08-18,Connecticut,Capitol,,4000,5146
"(-72.08671672425669, 43.38844608915711)",2023-08-18,New Hampshire,Sullivan,,4012,9753
"(-73.501873627311, 40.71960108373368)",2023-08-18,New York,Nassau,,4011,4090
"(-71.01229194922634, 43.524937473350015)",2023-08-18,New Hampshire,Carroll,,2012,9560
"(-71.54765763936177, 42.814396775802415)",2023-08-18,New Hampshire,Hillsborough,,1002,143.02
"(-70.53204891363355, 41.39328761863453)",2023-08-18,Massachusetts,Dukes,,4038,2003
"(-71.39246697004076, 42.28930232748905)",2023-08-18,Massachusetts,Middlesex,,3000,3826.02
"(-71.13392407958261, 42.40815246778644)",2023-08-18,Massachusetts,Middlesex,,1011,3563
"(-72.22236694615232, 43.621019486732905)",2023-08-18,New Hampshire,Grafton,,1010,9618.01
"(-71.4379780618069, 42.484878533076106)",2023-08-18,Massachusetts,Middlesex,,2011,3631.03
"(-97.53747301400834, 30.36420155634186)",2023-08-18,Texas,Travis,,3037,424
"(-71.5994553249595, 43.36083087591505)",2023-08-18,New Hampshire,Merrimack,,1036,370
"(-72.90890543278267, 41.70665847376471)",2023-08-18,Connecticut,Naugatuck Valley,,2012,4060.02
"(-72.51023444607394, 42.04324040693359)",2023-08-18,Massachusetts,Hampden,,3015,8134.04
"(-71.71798163837002, 42.35874536861905)",2023-08-18,Massachusetts,Worcester,,1016,7181
"(-73.33445537523703, 41.43804998600217)",2023-08-18,Connecticut,Western Connecticut,,1016,2301
"(-73.18775060757027, 42.88031228056396)",2023-08-18,Vermont,Bennington,,1014,9712
"(-71.24768556826889, 42.886797798813184)",2023-08-18,New Hampshire,Rockingham,,1006,36.02
"(-70.91366577141021, 42.14132785682764)",2023-08-18,Massachusetts,Plymouth,,4011,5022
"(-70.737463454694, 43.108416950920336)",2023-08-18,Maine,York,,5003,380.01
"(-71.37176647005619, 42.8136296979009)",2023-08-18,New Hampshire,Rockingham,,1015,39.02
"(-70.89981485312929, 43.26162205083652)",2023-08-18,New Hampshire,Strafford,,1000,830.02
"(-73.65869450115713, 42.70441656021996)",2023-08-18,New York,Rensselaer,,2004,412
"(-71.25263040269556, 42.83046594701554)",2023-08-18,New Hampshire,Rockingham,,1001,1061.01
"(-71.44272711337085, 42.972963332619344)",2023-08-18,New Hampshire,Hillsborough,,3001,25
"(-73.16784113204666, 44.47256075625168)",2023-08-18,Vermont,Chittenden,,1011,40.02
"(-73.12115541725939, 44.4912622104893)",2023-08-18,Vermont,Chittenden,,4002,26.01
"(-71.12102916976096, 42.28916266021562)",2023-08-18,Massachusetts,Suffolk,,1000,1104.01
"(-71.11606059251393, 42.86124172392599)",2023-08-18,New Hampshire,Rockingham,,2001,1011.02
"(-71.06849545276386, 42.37880825480702)",2023-08-18,Massachusetts,Suffolk,,1003,404.01
"(-71.0238769287907, 43.99970188435099)",2023-08-18,New Hampshire,Carroll,,2015,9554.02
"(-74.01573356955228, 40.22037596555808)",2023-08-18,New Jersey,Monmouth,,1003,8072
"(-71.48660836383428, 42.7192974961922)",2023-08-18,New Hampshire,Hillsborough,,1018,113
"(-71.52927913124306, 41.52318358608037)",2023-08-18,Rhode Island,Washington,,1061,505
"(-73.38987637577443, 41.561543263337136)",2023-08-18,Connecticut,Western Connecticut,,4000,2532
"(-71.33248199467893, 42.639264257647866)",2023-08-18,Massachusetts,Middlesex,,1001,3113
"(-71.40549240142208, 42.85806764592248)",2023-08-18,New Hampshire,Rockingham,,1016,38.02
